"...1","V1.x","area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg","State","V1.y","value"
266,266,1000,5,10,51,0,2015,"A",NA,"Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",113005,1532167,66464741008,14163116315,293464939,834,43380,NA,0.98,0.96,0.94,1.01,1,0.98,0.98,NA,1846,1.7,27847,1.9,2743501836,4.3,371683646,2.7,-20697758,-6.6,19,2.3,1021,2.4,"Alabama",266,7.25
267,267,2000,5,10,51,0,2015,"A",NA,"Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",20102,255274,13791354609,7764836267,168178320,1039,54026,NA,0.93,0.91,0.9,0.99,0.98,0.99,0.99,NA,117,0.6,1812,0.7,452997791,3.4,249403893,3.3,-28496754,-14.5,27,2.7,1401,2.7,"Alaska",267,8.75
268,268,4000,5,10,51,0,2015,"A",NA,"Arizona -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",145953,2224536,105647038206,18866051146,438284316,913,47492,NA,1.01,1.01,1,1.01,0.99,0.99,0.99,NA,1663,1.2,71365,3.3,5437053759,5.4,788987956,4.4,17275173,4.1,18,2,951,2,"Arizona",268,8.05
269,269,5000,5,10,51,0,2015,"A",NA,"Arkansas -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",83673,978732,39756863610,12063082793,327024928,781,40621,NA,0.98,0.98,0.97,1,1,0.99,0.99,NA,1092,1.3,21397,2.2,1731584159,4.6,335869445,2.9,-41783562,-11.3,17,2.2,901,2.3,"Arkansas",269,7.5
270,270,6000,5,10,51,0,2015,"A",NA,"California -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",1381039,13916502,852817049214,119361494598,5817784217,1178,61281,NA,1.01,1.01,1,1.01,1,0.99,0.99,NA,42747,3.2,414791,3.1,62872648463,8,5265155681,4.6,91445958,1.6,53,4.7,2774,4.7,"California",270,9
271,271,8000,5,10,51,0,2015,"A",NA,"Colorado -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",182722,2097611,114357503273,27414206767,643508055,1048,54518,NA,1.01,0.99,1,0.96,1,1.01,1.01,NA,6723,3.8,68443,3.4,6670417758,6.2,1341740910,5.1,-62134783,-8.8,27,2.6,1448,2.7,"Colorado",271,8.23
272,272,9000,5,10,51,0,2015,"A",NA,"Connecticut -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",112188,1428395,94686799846,20129705433,774157595,1275,66289,NA,1,1.01,1.03,1.01,1,1.01,1.01,NA,1706,1.5,10642,0.8,2798300437,3,417001971,2.1,2678467,0.3,29,2.3,1476,2.3,"Connecticut",272,9.15
273,273,10000,5,10,51,0,2015,"A",NA,"Delaware -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",30293,371748,20077767738,6061997398,123146431,1039,54009,NA,1.01,1.01,1.01,1.01,1,1,1,NA,899,3.1,9459,2.6,782363367,4.1,267377407,4.6,-11487360,-8.5,15,1.5,749,1.4,"Delaware",273,8.25
274,274,11000,5,10,51,0,2015,"A",NA,"District of Columbia","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",37619,506774,41252169543,5114684766,142512204,1565,81402,NA,1.02,0.8,0.74,1.02,1.01,0.92,0.92,NA,1748,4.9,11701,2.4,2072777391,5.3,256794975,5.3,6886911,5.1,43,2.8,2263,2.9,"District",274,10.5
275,275,12000,5,10,51,0,2015,"A",NA,"Florida -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",636291,7005903,319206247259,59345075341,1238565536,876,45562,NA,1.02,1.03,1.01,1.02,1.01,0.99,0.99,NA,5503,0.9,274733,4.1,22650813991,7.6,-2946575810,-4.7,-537667639,-30.3,29,3.4,1505,3.4,"Florida",275,8.05
276,276,13000,5,10,51,0,2015,"A",NA,"Georgia -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",280035,3513397,176492176223,38414485998,805438329,966,50234,NA,1,1,1.01,1.01,1,1.01,1.02,NA,7976,2.9,116713,3.4,10593776580,6.4,1993737245,5.5,-47257701,-5.5,27,2.9,1393,2.9,"Georgia",276,7.25
277,277,15000,5,10,51,0,2015,"A",NA,"Hawaii -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",37164,514827,22854956328,13801358057,193068996,854,44393,NA,0.98,0.95,0.9,1.02,1.01,0.95,0.95,NA,590,1.6,10437,2.1,1376488609,6.4,631984492,4.8,-42026000,-17.9,35,4.3,1810,4.3,"Hawaii",277,7.75
278,278,16000,5,10,51,0,2015,"A",NA,"Idaho -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",53264,551238,21338175769,13252042534,172110723,744,38710,NA,0.98,0.98,0.98,1.01,1,1,1,NA,1357,2.6,17360,3.3,1070908571,5.3,820875940,6.6,-25182486,-12.8,14,1.9,748,2,"Idaho",278,7.25
279,279,17000,5,10,51,0,2015,"A",NA,"Illinois -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",393941,5060798,284963672649,64464770945,2209567034,1083,56308,NA,1.01,1.02,1.03,1.01,1,1.01,1.01,NA,-10230,-2.5,85902,1.7,14896124109,5.5,1772314644,2.8,-247629547,-10.1,39,3.7,2022,3.7,"Illinois",279,8.25
280,280,18000,5,10,51,0,2015,"A",NA,"Indiana -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",153630,2551010,112552738162,25794300048,645728458,848,44121,NA,1,1.02,1.03,1.01,1,1.01,1.01,NA,993,0.7,51115,2,5760098362,5.4,822743981,3.3,-62129452,-8.8,26,3.2,1402,3.3,"Indiana",280,7.25
281,281,19000,5,10,51,0,2015,"A",NA,"Iowa -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",93991,1294792,56365452066,27445640799,357229276,837,43532,NA,0.97,1,0.99,1.01,1,0.99,0.99,NA,829,0.9,14626,1.1,2634204356,4.9,1055583982,4,-71815836,-16.7,30,3.7,1560,3.7,"Iowa",281,7.25
282,282,20000,5,10,51,0,2015,"A",NA,"Kansas -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",81779,1124352,50290850763,14399685425,458348847,860,44729,NA,0.97,0.97,0.99,0.73,0.98,1.02,1.02,NA,1472,1.8,10559,0.9,1807861675,3.7,3884366813,36.9,95105005,26.2,23,2.7,1199,2.8,"Kansas",282,7.25
283,283,21000,5,10,51,0,2015,"A",NA,"Kentucky -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",116610,1539903,66525318632,16521093102,526340308,831,43201,NA,0.98,0.99,0.99,1.02,1,1,1,NA,1249,1.1,31878,2.1,3515820443,5.6,1017723139,6.6,15814945,3.1,27,3.4,1418,3.4,"Kentucky",283,7.25
284,284,22000,5,10,51,0,2015,"A",NA,"Louisiana -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",119456,1620672,75032611224,14817620919,239514864,890,46297,NA,0.98,0.99,1,1.01,1,1.01,1.01,NA,804,0.7,9428,0.6,1251261713,1.7,107243520,0.7,-7580706,-3.1,9,1,505,1.1,"Louisiana",284,7.25
285,285,23000,5,10,51,0,2015,"A",NA,"Maine -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",47706,500906,20683891576,5668213207,146877222,794,41293,NA,0.97,0.99,0.98,1.01,1,0.99,0.99,NA,1466,3.2,6024,1.2,905201767,4.6,145289365,2.6,4533877,3.2,25,3.3,1326,3.3,"Maine",285,7.5
286,286,24000,5,10,51,0,2015,"A",NA,"Maryland -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",165290,2105913,115354837005,19794147474,605237661,1053,54777,NA,1.01,0.96,0.92,0.99,1.01,0.96,0.96,NA,1567,1,39366,1.9,5540254221,5,911498234,4.8,75013253,14.1,31,3,1638,3.1,"Maryland",286,8.25
287,287,25000,5,10,51,0,2015,"A",NA,"Massachusetts -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",230884,3001359,202000247163,41227906796,1268764323,1294,67303,NA,1,1.03,1.04,0.85,0.98,1.01,1.01,NA,6100,2.7,68112,2.3,12124848098,6.4,3649447263,9.7,-407532583,-24.3,49,3.9,2571,4,"Massachusetts",287,9
288,288,26000,5,10,51,0,2015,"A",NA,"Michigan -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",231384,3610636,179722581672,35759177484,1410940142,957,49776,NA,1,1.02,1.02,1.02,1,0.99,1,NA,2513,1.1,72395,2,9567267045,5.6,895763042,2.6,-117575879,-7.7,32,3.5,1686,3.5,"Michigan",288,8.15
289,289,27000,5,10,51,0,2015,"A",NA,"Minnesota -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",153856,2402503,129607511291,53878400755,824344085,1037,53947,NA,0.99,1.02,1.03,1.02,1,1.01,1.01,NA,-4174,-2.6,44234,1.9,7075722935,5.8,3245114190,6.4,-136171717,-14.2,38,3.8,1989,3.8,"Minnesota",289,9
290,290,28000,5,10,51,0,2015,"A",NA,"Mississippi -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",67829,878389,32413984960,12243643733,131741687,710,36902,NA,0.98,0.93,0.91,1,0.99,0.98,0.98,NA,523,0.8,12425,1.4,805587503,2.5,184139578,1.5,-14779853,-10.1,8,1.1,401,1.1,"Mississippi",290,7.25
291,291,29000,5,10,51,0,2015,"A",NA,"Missouri -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",182035,2300643,105836599184,28596344508,574230931,885,46003,NA,0.98,1,1.01,1.01,1,1.01,1.01,NA,6900,3.9,49781,2.2,5224073193,5.2,941984811,3.4,-22088439,-3.7,25,2.9,1303,2.9,"Missouri",291,7.65
292,292,30000,5,10,51,0,2015,"A",NA,"Montana -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",42838,365786,14270808452,7560812488,128618939,750,39014,NA,0.98,0.96,0.94,0.82,0.93,0.97,0.98,NA,984,2.4,7905,2.2,719163936,5.3,381127337,5.3,-20677530,-13.8,22,3,1148,3,"Montana",292,8.05
293,293,31000,5,10,51,0,2015,"A",NA,"Nebraska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",67129,799388,33855490895,7532410942,95474265,814,42352,NA,0.98,0.98,0.97,1.01,1,0.99,0.99,NA,517,0.8,12581,1.6,1878263995,5.9,216367412,3,-10098588,-9.6,32,4.1,1710,4.2,"Nebraska",293,8.25
294,294,32000,5,10,51,0,2015,"A",NA,"Nevada -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",77614,1095750,48795735690,26724732906,548191579,856,44532,NA,1.02,1.04,1.01,1.02,1,0.97,0.97,NA,2690,3.6,40194,3.8,2840739452,6.2,1525218395,6.1,52452309,10.6,19,2.3,996,2.3,"Nevada",294,7.25
295,295,33000,5,10,51,0,2015,"A",NA,"New Hampshire -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",48156,552285,29347575390,7174129316,75652682,1022,53138,NA,0.98,1.02,1.04,1.02,1.01,1.01,1.01,NA,747,1.6,10845,2,1295808186,4.6,243734381,3.5,-49295754,-39.5,26,2.6,1328,2.6,"New Hampshire",295,8.38
296,296,34000,5,10,51,0,2015,"A",NA,"New Jersey -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",253795,3317218,205639905679,83206027528,2246951519,1192,61992,NA,1.01,1.01,1,1,1,1,1,NA,-725,-0.3,53765,1.6,9274187269,4.7,3034768700,3.8,-112760917,-4.8,35,3,1821,3,"New Jersey",296,7.5
297,297,35000,5,10,51,0,2015,"A",NA,"New Mexico -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",53155,626624,25832861216,12544666424,331906425,793,41225,NA,0.96,0.92,0.89,0.99,0.97,0.97,0.97,NA,613,1.2,8130,1.3,630363835,2.5,176024527,1.4,139897359,72.9,9,1.1,477,1.2,"New Mexico",297,8.75
298,298,36000,5,10,51,0,2015,"A",NA,"New York -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",612924,7648846,526222987279,81084964883,3358628185,1323,68798,NA,1.01,1,1.02,1.02,1,1.02,1.02,NA,5192,0.9,164664,2.2,23417676744,4.7,3738122028,4.8,-114425947,-3.3,31,2.4,1616,2.4,"New York",298,7.25
299,299,37000,5,10,51,0,2015,"A",NA,"North Carolina -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",258551,3474750,161643121431,66304323916,1508618247,895,46519,NA,1,0.98,0.99,1.02,1.01,1,1,NA,6233,2.5,99090,2.9,9644809337,6.3,3001339401,4.7,-6092964,-0.4,29,3.3,1491,3.3,"North Carolina",299,7.25
300,300,38000,5,10,51,0,2015,"A",NA,"North Dakota -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",30043,367138,18936506612,10061083164,95850485,992,51579,NA,0.96,0.99,1.01,1,1,1.02,1.02,NA,571,1.9,-8911,-2.4,-647794926,-3.3,-43545245,-0.4,-21879969,-18.6,-10,-1,-500,-1,"North Dakota",300,8.1
301,301,39000,5,10,51,0,2015,"A",NA,"Ohio -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",276429,4552282,212054287094,42736866521,1098928733,896,46582,NA,0.98,1.02,1.01,1.02,1,0.99,0.99,NA,2062,0.8,74235,1.7,8383265399,4.1,1070764913,2.6,-32836902,-2.9,21,2.4,1100,2.4,"Ohio",301,7.25
302,302,40000,5,10,51,0,2015,"A",NA,"Oklahoma -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",102970,1270090,56523759223,21315580093,195715407,856,44504,NA,0.98,0.94,0.94,0.95,0.95,1.01,1.01,NA,1631,1.6,7719,0.6,867488533,1.6,-1282879410,-5.7,-134279167,-40.7,8,0.9,415,0.9,"Oklahoma",302,9.25
303,303,41000,5,10,51,0,2015,"A",NA,"Oregon -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",135949,1509012,72108203844,38215987700,964104932,919,47785,NA,0.99,1,0.99,1.01,1,0.99,0.99,NA,6438,5,55211,3.8,5364592115,8,2388357281,6.7,-26012324,-2.6,36,4.1,1875,4.1,"Oregon",303,7.25
304,304,42000,5,10,51,0,2015,"A",NA,"Pennsylvania -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",336289,5015915,260088676844,45317122733,2743375190,997,51853,NA,0.99,1.04,1.03,1.02,1,0.99,0.99,NA,3276,1,54494,1.1,10497956771,4.2,2148588773,5,18499243,0.7,30,3.1,1547,3.1,"Pennsylvania",304,9
305,305,44000,5,10,51,0,2015,"A",NA,"Rhode Island -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",35639,411058,20034904538,7222295200,258639940,937,48740,NA,1.01,1.03,0.99,1.02,1,0.96,0.96,NA,580,1.7,6729,1.7,846545343,4.4,380149852,5.6,4912385,1.9,24,2.6,1283,2.7,"Rhode Island",305,7.25
306,306,45000,5,10,51,0,2015,"A",NA,"South Carolina -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",118345,1607203,66433140036,22405044775,426901623,795,41335,NA,1,0.97,0.96,1.01,1,0.98,0.99,NA,4515,4,50024,3.2,3889551650,6.2,3081619628,15.9,-43058276,-9.2,23,3,1170,2.9,"South Carolina",306,7.25
307,307,46000,5,10,51,0,2015,"A",NA,"South Dakota -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",30067,344080,13817146610,4507703497,33467473,772,40157,NA,0.96,0.98,0.98,0.99,0.95,1,1,NA,498,1.7,4964,1.5,717623499,5.5,330900099,7.9,-6644190,-16.6,29,3.9,1529,4,"South Dakota",307,8.5
308,308,47000,5,10,51,0,2015,"A",NA,"Tennessee -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",145838,2414236,113392449935,24293848048,326120491,903,46968,NA,1,1.01,1.02,1,0.99,1.01,1.01,NA,3531,2.5,71867,3.1,7212996224,6.8,1130713360,4.9,-6987883,-2.1,31,3.6,1638,3.6,"Tennessee",308,7.25
309,309,48000,5,10,51,0,2015,"A",NA,"Texas -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",622756,9845769,543395037440,104582818853,2531431814,1061,55191,NA,1,1,1.01,1.01,1.01,1.02,1.02,NA,16268,2.7,248481,2.6,23061856691,4.4,3053563331,3,-94475105,-3.6,18,1.7,974,1.8,"Texas",309,7.25
310,310,49000,5,10,51,0,2015,"A",NA,"Utah -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",89669,1122545,49795573363,26677499569,248761896,853,44360,NA,0.99,0.99,0.99,1.02,1,1,1,NA,3015,3.5,46490,4.3,3529203729,7.6,1735831646,7,-63725833,-20.4,26,3.1,1364,3.2,"Utah",310,7.25
311,311,50000,5,10,51,0,2015,"A",NA,"Vermont -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",23127,254099,11014936500,3603812114,137997761,834,43349,NA,0.97,0.98,0.96,1.02,1,0.98,0.98,NA,228,1,2635,1,411934570,3.9,198815907,5.8,2605286,1.9,23,2.8,1184,2.8,"Vermont",311,9.15
312,312,51000,5,10,51,0,2015,"A",NA,"Virginia -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",246747,3043782,163888841582,27837102477,651062760,1035,53844,NA,1,0.96,0.95,1.01,1,0.99,0.99,NA,14136,6.1,74499,2.5,7813175064,5,1056926959,3.9,-56242753,-8,24,2.4,1281,2.4,"Virginia",312,7.25
313,313,53000,5,10,51,0,2015,"A",NA,"Washington -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",234456,2589020,146379315041,76993803972,1136989907,1087,56539,NA,1.01,0.98,0.98,1.01,1,1,1,NA,-3674,-1.5,69552,2.8,8068868589,5.8,5196149894,7.2,-81178483,-6.7,31,2.9,1642,3,"Washington",313,9.47
314,314,54000,5,10,51,0,2015,"A",NA,"West Virginia -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",46184,559172,22887777535,6641242904,194372393,787,40932,NA,0.95,0.95,0.93,1,0.99,0.98,0.98,NA,286,0.6,-4132,-0.7,76443770,0.3,-38743610,-0.6,-8245195,-4.1,8,1,436,1.1,"West Virginia",314,8
315,315,55000,5,10,51,0,2015,"A",NA,"Wisconsin -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",159354,2416695,109306430639,31012305779,1020827169,870,45230,NA,0.99,1.02,1.02,1.01,1,1,1,NA,2954,1.9,37585,1.6,5467982487,5.3,951098566,3.2,-59543189,-5.5,31,3.7,1584,3.6,"Wisconsin",315,7.25
316,316,56000,5,10,51,0,2015,"A",NA,"Wyoming -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",24579,215998,9890222394,4822753228,67413451,881,45788,NA,0.97,0.9,0.89,1,0.98,0.99,0.99,NA,582,2.4,-2129,-1,-233222891,-2.3,-39877225,-0.8,-48998760,-42.1,-12,-1.3,-623,-1.3,"Wyoming",316,7.25
317,317,72000,5,10,51,0,2015,"A",NA,"Puerto Rico -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",43989,671398,17556605179,4844771784,166507392,503,26149,NA,0.99,0.88,0.84,1.01,0.99,0.95,0.95,NA,-1007,-2.2,-6062,-0.9,218489858,1.3,-20757190,-0.4,-4082979,-2.4,11,2.2,556,2.2,"Puerto Rico",317,7.25
318,318,78000,5,10,51,0,2015,"A",NA,"Virgin Islands -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",3243,27298,926522763,537870871,8426179,653,33942,NA,0.99,0.85,0.74,1.01,1,0.87,0.87,NA,-65,-2,69,0.3,-235150,0,18668519,3.6,298092,3.7,-2,-0.3,-94,-0.3,"Virgin Islands",318,7.25
319,319,1000,5,10,51,0,2016,"A",NA,"Alabama -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",116033,1555542,68297944849,14487728213,234479425,844,43906,NA,0.98,0.96,0.94,1.01,1,0.98,0.98,NA,3028,2.7,23375,1.5,1833203841,2.8,324611898,2.3,-58985514,-20.1,10,1.2,526,1.2,"Alabama",319,7.25
320,320,2000,5,10,51,0,2016,"A",NA,"Alaska -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",19942,250255,13096877113,7596217364,146719651,1006,52334,NA,0.93,0.9,0.88,0.99,0.98,0.98,0.98,NA,-160,-0.8,-5019,-2,-694477496,-5,-168618903,-2.2,-21458669,-12.8,-33,-3.2,-1692,-3.1,"Alaska",320,9.75
321,321,4000,5,10,51,0,2016,"A",NA,"Arizona -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",149546,2294353,110333885286,19484694755,452936315,925,48089,NA,1.01,1.01,1,1.01,0.99,0.99,0.99,NA,3593,2.5,69817,3.1,4686847080,4.4,618643609,3.3,14651999,3.3,12,1.3,597,1.3,"Arizona",321,8.05
322,322,5000,5,10,51,0,2016,"A",NA,"Arkansas -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",84197,993989,41022336917,12312842209,257632573,794,41270,NA,0.98,0.98,0.98,1,1,1,0.99,NA,524,0.6,15257,1.6,1265473307,3.2,249759416,2.1,-69392355,-21.2,13,1.7,649,1.6,"Arkansas",322,8
323,323,6000,5,10,51,0,2016,"A",NA,"California -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",1435364,14288358,892794699190,123414614989,5707999874,1202,62484,NA,1.01,1.01,1,1.01,1,0.99,0.99,NA,54325,3.9,371856,2.7,39977649976,4.7,4053120391,3.4,-109784343,-1.9,24,2,1203,2,"California",323,10
324,324,8000,5,10,51,0,2016,"A",NA,"Colorado -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",188498,2146791,117801103336,28869591199,625692770,1055,54873,NA,1.01,0.99,1,0.96,1,1.01,1.01,NA,5776,3.2,49180,2.3,3443600063,3,1455384432,5.3,-17815285,-2.8,7,0.7,355,0.7,"Colorado",324,8.31
325,325,9000,5,10,51,0,2016,"A",NA,"Connecticut -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",113406,1435521,95576513754,20412920977,759485385,1280,66580,NA,1,1.01,1.03,1.01,1,1.01,1.01,NA,1218,1.1,7126,0.5,889713908,0.9,283215544,1.4,-14672210,-1.9,5,0.4,291,0.4,"Connecticut",325,9.6
326,326,10000,5,10,51,0,2016,"A",NA,"Delaware -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",31122,376028,20164349587,6157356256,104077433,1031,53625,NA,1.01,1.01,1.01,1.01,1,1,1,NA,829,2.7,4280,1.2,86581849,0.4,95358858,1.6,-19068998,-15.5,-8,-0.8,-384,-0.7,"Delaware",326,8.25
327,327,11000,5,10,51,0,2016,"A",NA,"District of Columbia","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",38491,517154,42650259150,5210657349,138700368,1586,82471,NA,1.02,0.8,0.74,1.02,1.01,0.92,0.92,NA,872,2.3,10380,2,1398089607,3.4,95972583,1.9,-3811836,-2.7,21,1.3,1069,1.3,"District",327,11.5
328,328,12000,5,10,51,0,2016,"A",NA,"Florida -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",651939,7262168,336578713404,61648205503,903377711,891,46347,NA,1.02,1.03,1.02,1.02,1.01,0.99,0.99,NA,15648,2.5,256265,3.7,17372466145,5.4,2303130162,3.9,-335187825,-27.1,15,1.7,785,1.7,"Florida",328,8.05
329,329,13000,5,10,51,0,2016,"A",NA,"Georgia -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",289699,3619899,186037227175,40048977383,749577758,988,51393,NA,1,1,1.02,1.01,1,1.02,1.02,NA,9664,3.5,106502,3,9545050952,5.4,1634491385,4.3,-55860571,-6.9,22,2.3,1159,2.3,"Georgia",329,7.25
330,330,15000,5,10,51,0,2016,"A",NA,"Hawaii -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",37816,525124,23917439657,14539014147,143124543,876,45546,NA,0.98,0.95,0.9,1.02,1.01,0.95,0.95,NA,652,1.8,10297,2,1062483329,4.6,737656090,5.3,-49944453,-25.9,22,2.6,1153,2.6,"Hawaii",330,8.5
331,331,16000,5,10,51,0,2016,"A",NA,"Idaho -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",56102,572321,22631399683,14041724833,169335605,760,39543,NA,0.98,0.98,0.98,1.01,1,1,1,NA,2838,5.3,21083,3.8,1293223914,6.1,789682299,6,-2775118,-1.6,16,2.2,833,2.2,"Idaho",331,7.25
332,332,17000,5,10,51,0,2016,"A",NA,"Illinois -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",387675,5112176,290515902087,65121326930,2014630858,1093,56828,NA,1.01,1.02,1.03,1.01,1,1.01,1.01,NA,-6266,-1.6,51378,1,5552229438,1.9,656555985,1,-194936176,-8.8,10,0.9,520,0.9,"Illinois",332,8.25
333,333,18000,5,10,51,0,2016,"A",NA,"Indiana -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",156607,2595568,116151746066,26312715233,586740736,861,44750,NA,1,1.02,1.03,1.01,1,1.01,1.01,NA,2977,1.9,44558,1.7,3599007904,3.2,518415185,2,-58987722,-9.1,13,1.5,629,1.4,"Indiana",333,7.25
334,334,19000,5,10,51,0,2016,"A",NA,"Iowa -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",94917,1302244,57742562696,28628609625,468343688,853,44341,NA,0.97,1,0.99,1.01,1,0.99,0.99,NA,926,1,7452,0.6,1377110630,2.4,1182968826,4.3,111114412,31.1,16,1.9,809,1.9,"Iowa",334,7.25
335,335,20000,5,10,51,0,2016,"A",NA,"Kansas -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",85053,1129173,50554368331,16301570581,236896849,861,44771,NA,0.97,0.97,0.99,0.76,0.97,1.02,1.02,NA,3274,4,4821,0.4,263517568,0.5,1901885156,13.2,-221451998,-48.3,1,0.1,42,0.1,"Kansas",335,7.25
336,336,21000,5,10,51,0,2016,"A",NA,"Kentucky -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",117806,1566813,68845787288,17159071762,515853834,845,43940,NA,0.98,0.99,0.99,1.01,1,1,1,NA,1196,1,26910,1.7,2320468656,3.5,637978660,3.9,-10486474,-2,14,1.7,739,1.7,"Kentucky",336,7.25
